ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
904,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7,white
905,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,white
906,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,white
907,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,white
908,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,white
909,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,white
910,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,white
911,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,white
912,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,white
913,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,white
914,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,white
915,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,white
916,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,white
917,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,white
918,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,white
919,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5,white
920,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4,white
921,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,white
922,7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,white
923,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,white
924,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,white
925,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,white
926,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,white
927,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5,white
928,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,white
929,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,white
930,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,white
931,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,white
932,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,white
933,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,white
934,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,white
935,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,white
936,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,white
937,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,white
938,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,white
939,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,white
940,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6,white
941,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3,white
942,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,white
943,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,white
944,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5,white
945,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,white
946,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8,white
947,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7,white
948,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5,white
949,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7,white
950,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,white
951,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,white
952,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,white
953,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,white
954,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6,white
955,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,white
956,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,white
957,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,white
958,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,white
959,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,white
960,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6,white
961,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,white
962,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,white
963,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,white
964,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,white
965,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,white
966,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5,white
967,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,white
968,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,white
969,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,white
970,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,white
971,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,white
972,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,white
973,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,white
974,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,white
975,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,white
976,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,white
977,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,white
978,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,white
979,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,white
980,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,white
981,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,white
982,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,white
983,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,white
984,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,white
985,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6,white
986,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,white
987,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,white
988,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,white
989,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,white
990,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,white
991,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,white
992,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,white
993,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6,white
994,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,white
995,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,white
996,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5,white
997,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,white
998,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,white
999,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,white
1000,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,white
1001,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6,white
1002,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,white
1003,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5,white
1004,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5,white
1005,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,white
1006,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6,white
1007,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4,white
1008,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,white
1009,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,white
1010,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6,white
1011,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6,white
1012,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,white
1013,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,white
1014,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,white
1015,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,white
1016,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,white
1017,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,white
1018,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,white
1019,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,white
1020,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,white
1021,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,white
1022,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,white
1023,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,white
1024,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,white
1025,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,white
1026,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,white
1027,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,white
1028,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,white
1029,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,white
1030,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,white
1031,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,white
1032,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,white
1033,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,white
1034,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,white
1035,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,white
1036,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,white
1037,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,white
1038,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,white
1039,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,white
1040,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,white
1041,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,white
1042,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,white
1043,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,white
1044,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,white
1045,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,white
1046,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,white
1047,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,white
1048,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,white
1049,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,white
1050,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,white
1051,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,white
1052,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,white
1053,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,white
1054,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,white
1055,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,white
1056,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,white
1057,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,white
1058,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,white
1059,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,white
1060,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,white
1061,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,white
1062,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,white
1063,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,white
1064,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,white
1065,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,white
1066,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,white
1067,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
1068,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,white
1069,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,white
1070,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,white
1071,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,white
1072,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,white
1073,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,white
1074,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,white
1075,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,white
1076,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,white
1077,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,white
1078,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,white
1079,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,white
1080,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,white
1081,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,white
1082,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,white
1083,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,white
1084,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,white
1085,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,white
1086,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,white
1087,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,white
1088,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,white
1089,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,white
1090,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white
1091,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,white
1092,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,white
1093,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,white
1094,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,white
1095,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white
1096,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,white
1097,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
1098,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,white
1099,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,white
1100,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,white
1101,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5,white
1102,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6,white
1103,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,white
1104,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,white
1105,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,white
1106,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,white
1107,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6,white
1108,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,white
1109,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5,white
1110,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5,white
1111,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,white
1112,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,white
1113,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,white
1114,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,white
1115,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5,white
1116,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,white
1117,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,white
1118,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white
1119,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white
1120,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white
1121,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,white
1122,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,white
1123,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5,white
1124,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,white
1125,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,white
1126,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4,white
1127,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5,white
1128,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4,white
1129,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,white
1130,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5,white
1131,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,5,white
1132,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,white
1133,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,white
1134,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,white
1135,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,white
1136,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6,white
1137,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5,white
1138,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,white
1139,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,white
1140,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,white
1141,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,white
1142,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,white
1143,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5,white
1144,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,white
1145,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6,white
1146,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,white
1147,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4,white
1148,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6,white
1149,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,white
1150,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,white
1151,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,white
1152,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,white
1153,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6,white
1154,7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6,white
1155,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,white
1156,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,white
1157,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6,white
1158,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,white
1159,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5,white
1160,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,5,white
1161,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,white
1162,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,white
1163,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,white
1164,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,white
1165,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,white
1166,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5,white
1167,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6,white
1168,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5,white
1169,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5,white
1170,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,white
1171,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,white
1172,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,white
1173,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,white
1174,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,white
1175,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,white
1176,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,white
1177,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,6,white
1178,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,white
1179,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,white
1180,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,white
1181,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,white
1182,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,white
1183,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white
1184,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,white
1185,7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,5,white
1186,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,white
1187,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,white
1188,6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6,white
1189,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,white
1190,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,white
1191,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,5,white
1192,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,5,white
1193,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,white
1194,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6,white
1195,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,white
1196,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,5,white
1197,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,white
1198,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,white
1199,7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,white
1200,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7,white
